model_id,model_name,node_id,node_name,benchmark,benchmark_task,n_experts_used,experts_used,best_methods_used,distribution_families_used,sum_within_expert_variances,mean_within_expert_variance,mixture_mean,between_expert_variance_of_means,mixture_second_moment,mixture_variance,mixture_variance_law_total_variance,mixture_variance_consistency_gap,mean_pairwise_w1,mean_pairwise_w1_sq,mean_pairwise_w2,mean_pairwise_w2_sq,max_pairwise_w1,max_pairwise_w2,frechet_dispersion_w1,frechet_variance_like_w1,frechet_dispersion_w2,frechet_variance_w2,min_expert_mean,max_expert_mean,std_expert_means,min_expert_variance,max_expert_variance,warning_flags
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Agentscope,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.037221871605595674,0.007444374321119135,0.6122239247259798,0.000651496159046083,0.3829140044870473,0.00809587048016519,0.008095870480165218,-2.7755575615628914e-17,0.046766321192497025,0.0024973747933216095,0.055342223299617535,0.003510865528031462,0.06927253465047482,0.0844651126286568,0.02929746524299265,0.0009596772226594852,0.03614403415173428,0.0014043462112125849,0.5789507469322571,0.6480096510126997,0.025524422795551775,0.0013636768308345063,0.013242089491061988,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Imaginairy,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.07557393430127438,0.015114786860254876,0.6159340140322124,6.194755995475331e-05,0.39455144406204334,0.015176734420209781,0.01517673442020963,1.5092094240998222e-16,0.04354856983872852,0.002663034094411161,0.05333000267197293,0.004031440525961271,0.0839551907966533,0.10292074551826141,0.025965763904826723,0.0013277685847963685,0.03610784967503218,0.0016125762103845083,0.6058028516356764,0.6258102461664403,0.007870677223387662,0.0022672316987758924,0.022453178025349005,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow0,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.04755293774628493,0.009510587549256986,0.6247555389457662,0.00023882149556673913,0.4000688924882385,0.009749409044823742,0.009749409044823725,1.734723475976807e-17,0.04361268743124404,0.002285644821458898,0.05365676800432505,0.0035120549186949852,0.06909690416621,0.08587587560022981,0.027102843991054133,0.0008860390672837939,0.035359338973168564,0.0014048219674779939,0.6019575318147259,0.6456564644625418,0.015453850509395357,0.002643037617525704,0.018237242312757595,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.07825535167248396,0.01565107033449679,0.6360383885700086,0.00036600730020005775,0.42056190936943005,0.016017077634696786,0.016017077634696848,-6.245004513516506e-17,0.040069446960078095,0.002098160619789196,0.048583815544970974,0.003141299403370727,0.08212996160462595,0.10239949745761193,0.02155005053801805,0.0008557787139742751,0.02860335706210812,0.0012565197613482908,0.5993008797821279,0.6547924544136515,0.019131317262542528,0.005038148079135919,0.02697649364976757,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.08112628344413807,0.016225256688827613,0.629383422252068,0.0002364608759218205,0.4125852097704743,0.0164617175647494,0.016461717564749435,-3.469446951953614e-17,0.05120613613211489,0.0034015535239550116,0.06321189843923643,0.005232059210066004,0.08605490014896208,0.10568485524102245,0.032545116815810286,0.0014877294898374654,0.04342565407487019,0.0020928236840264017,0.6076972108089264,0.650927935231504,0.015377284413114707,0.004516433722238451,0.028993573256976,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.05504949968535658,0.011009899937071316,0.6526843896546717,0.0008304609556324992,0.4378372733915953,0.011840360892704016,0.011840360892703815,2.0122792321330962e-16,0.05424425317955387,0.003276484151627984,0.06289509784869465,0.004375420907400314,0.08835444005119311,0.09673650305803042,0.03244438342775111,0.001438902239363008,0.039326414634377575,0.0017501683629601254,0.6150691458401278,0.7033835333852978,0.028817719473138385,0.004098286530701315,0.02230486804868242,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.031713388885091474,0.006342677777018295,0.6643614587841336,0.0002907500643310131,0.44800957575913125,0.006633427841349293,0.006633427841349308,-1.474514954580286e-17,0.031225293010807287,0.0011169338698296797,0.03638289227311302,0.0015141486030106504,0.047273599030872006,0.055541654378308346,0.01789811239444828,0.00042699800119247965,0.022472865862994525,0.0006056594412042601,0.6475894773263258,0.6945749552340584,0.017051394791365693,0.003188119481373819,0.011026210484735547,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.07328890796242847,0.014657781592485694,0.6471943181381288,0.0005367969924473026,0.43405506401521043,0.015194578584933005,0.015194578584932996,8.673617379884035e-18,0.054056099403605395,0.0033868770731300254,0.06259980100517556,0.004572063494496634,0.09460547028185143,0.11358084752600582,0.03192591025673455,0.0016039305107602008,0.03891269928815654,0.0018288253977986532,0.627776143253404,0.6916529750098225,0.023168879827201457,0.0032882195118127157,0.028972383095049653,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.07226066197369334,0.014452132394738668,0.6164678472244125,0.0001601188662647682,0.39464485792250503,0.014612251261003462,0.014612251261003437,2.42861286636753e-17,0.05813133540972001,0.004296096921938394,0.07097093032217851,0.006392434306222829,0.10840459401208069,0.13130396246018602,0.03553974743029479,0.0018989525385560292,0.046871438648242995,0.0025569737224891316,0.5943707599516261,0.6312797093130681,0.012653808370003404,0.0027940622286595535,0.0335889078756506,
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,pytorchLightning,5,"[""Defensive Security Specialist"", ""Malware Reverse Engineer"", ""AI/ML Security Researcher"", ""Threat Intelligence Analyst"", ""Security Software Developer""]","[""beta_quantile_mode""]","[""beta""]",0.06109305379096244,0.01221861075819249,0.6654881644717394,0.0005872339441421213,0.4556803417542995,0.01280584470233459,0.01280584470233461,-2.0816681711721685e-17,0.051427929567092724,0.003549630742786934,0.06412412044805994,0.005669540962962903,0.08237104340176676,0.10480467309787214,0.03313104962672951,0.0016695924819135851,0.04629813497995534,0.0022678163851851613,0.6335638653112351,0.6970140308739481,0.024232910352289947,0.0043094543254148885,0.024008311186408626,
